ticket_id,created_at,first_response_at,resolved_at,priority,status,channel,category_id,assigned_agent_id,requester_department,affected_service,summary,description,escalated,outage_related
784,2024-02-24 12:49:14,2024-02-24 18:57:41.142538539,2024-02-25 01:22:22.127929624,P3,resolved,phone,2,2,Warehouse,endpoint,Payroll batch job missed scheduled overnight window.,Payroll batch job missed scheduled overnight window. Reported by William from Warehouse.,False,False
785,2024-02-24 15:48:05,2024-02-24 16:00:16.004510243,2024-02-24 17:45:46.106295810,P1,resolved,phone,8,8,HR,voice,M365 outage causing login failures across offices.,M365 outage causing login failures across offices. Reported by Joshua from Finance.,True,False
786,2024-02-24 15:51:29,2024-02-24 18:49:23.936338482,2024-02-26 14:40:37.876014496,P4,resolved,chat,4,10,Sales,saas,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Mary from Operations.,False,False
787,2024-02-24 15:56:56,2024-02-24 17:01:05.696827301,2024-02-25 05:07:03.897721055,P3,resolved,phone,2,7,Warehouse,endpoint,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Tina from Finance.,False,False
788,2024-02-24 19:07:16,2024-02-25 01:54:32.042980429,2024-02-25 14:26:58.464115886,P3,resolved,portal,4,3,Operations,saas,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by John from Sales.,False,False
789,2024-02-24 22:45:00,2024-02-25 01:37:33.436119946,2024-02-25 22:58:20.908931235,P4,resolved,email,1,1,HR,identity,New hire missing access to onboarding portal.,New hire missing access to onboarding portal. Reported by Andrea from Finance.,False,False
790,2024-02-25 00:21:26,2024-02-25 14:38:27.534232104,2024-02-27 22:15:44.938717942,P4,resolved,portal,5,1,HR,business-apps,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Patrick from HR.,True,False
791,2024-02-25 01:18:49,2024-02-25 13:21:15.212126506,2024-02-26 15:46:05.172044045,P4,resolved,portal,4,7,Finance,saas,Service account password expired on integration job.,Service account password expired on integration job. Reported by Sandra from Sales.,False,False
792,2024-02-25 02:33:25,2024-02-25 11:47:19.722030880,2024-02-26 21:17:12.430343981,P4,closed,portal,4,3,Warehouse,saas,Teams channels inaccessible during tenant incident.,Teams channels inaccessible during tenant incident. Reported by William from Operations.,False,False
793,2024-02-25 04:01:22,2024-02-25 10:27:45.232227308,2024-02-25 19:49:59.472388494,P3,closed,email,4,4,Finance,saas,Conference room display shows no HDMI signal.,Conference room display shows no HDMI signal. Reported by Natasha from Warehouse.,False,False
794,2024-02-25 05:34:59,2024-02-25 06:43:46.412502386,2024-02-25 13:29:26.879733854,P3,resolved,portal,5,1,IT,business-apps,Outlook keeps prompting for password on Mac.,Outlook keeps prompting for password on Mac. Reported by Michelle from HR.,False,False
795,2024-02-25 06:14:22,2024-02-26 00:58:37.482732604,2024-02-26 11:50:11.872060247,P4,resolved,email,7,5,IT,security,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Joshua from Finance.,False,False
796,2024-02-25 11:07:29,2024-02-25 13:38:27.227847675,2024-02-25 15:44:42.512867016,P2,resolved,chat,4,2,IT,saas,Warehouse scanner will not sync picks to WMS.,Warehouse scanner will not sync picks to WMS. Reported by Kristy from HR.,False,False
797,2024-02-25 12:15:02,2024-02-26 01:37:41.633660998,2024-02-26 12:46:25.366396017,P4,resolved,phone,1,5,IT,identity,Teams channels inaccessible during tenant incident.,Teams channels inaccessible during tenant incident. Reported by Robert from HR.,False,False
798,2024-02-25 12:55:32,2024-02-25 13:10:58.329238841,2024-02-25 15:55:23.468327438,P1,closed,email,5,6,Sales,business-apps,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Sarah from Warehouse.,True,False
799,2024-02-25 15:26:05,2024-02-26 04:54:25.039057799,2024-02-27 17:43:03.224042498,P4,resolved,chat,8,10,IT,voice,VPN client update failed with rollback error.,VPN client update failed with rollback error. Reported by William from HR.,False,False
800,2024-02-25 20:28:52,2024-02-26 13:29:45.225042356,2024-02-28 14:56:57.006881668,P4,resolved,email,4,3,IT,saas,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Lori from Warehouse.,True,False
801,2024-02-25 21:04:22,2024-02-26 03:01:02.581127338,,P3,pending,portal,1,4,Warehouse,identity,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Justin from HR.,False,False
802,2024-02-25 22:29:05,2024-02-26 05:48:35.455729824,2024-02-26 18:56:47.518693214,P3,resolved,phone,8,9,HR,voice,Payroll batch job missed scheduled overnight window.,Payroll batch job missed scheduled overnight window. Reported by Kenneth from Finance.,False,False
803,2024-02-25 23:30:33,2024-02-26 07:55:04.250001481,,P4,pending,email,4,10,HR,saas,Password reset loop continues after successful change.,Password reset loop continues after successful change. Reported by Brenda from Finance.,False,False
804,2024-02-26 01:30:37,2024-02-26 11:37:21.482180129,2024-02-28 02:15:56.805200088,P4,resolved,email,3,5,Warehouse,network,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Yolanda from Sales.,False,False
805,2024-02-26 06:40:45,2024-02-26 19:01:20.352321050,2024-02-27 01:29:20.538387130,P4,resolved,phone,3,4,IT,network,Email search indexing incomplete after migration.,Email search indexing incomplete after migration. Reported by Tracy from HR.,False,False
806,2024-02-26 07:26:02,2024-02-27 00:17:40.976431853,2024-02-27 18:11:25.354537385,P4,resolved,email,6,8,Sales,peripherals,ERP role request approved but not applied.,ERP role request approved but not applied. Reported by Edgar from Operations.,False,False
807,2024-02-26 07:48:16,2024-02-26 08:03:29.967035250,2024-02-26 08:42:11.706488234,P1,resolved,email,2,8,Sales,endpoint,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Amanda from Operations.,True,False
808,2024-02-26 08:26:09,2024-02-26 08:56:59.211899866,,P2,in_progress,portal,5,8,Operations,business-apps,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Michael from Sales.,False,False
809,2024-02-26 08:38:50,2024-02-26 15:36:09.934634736,2024-02-26 20:42:59.828144379,P3,resolved,email,3,7,HR,network,Sales laptop webcam missing from device manager.,Sales laptop webcam missing from device manager. Reported by Andrea from Sales.,False,False
810,2024-02-26 09:14:23,2024-02-26 15:17:17.998147176,2024-02-26 17:06:22.882071352,P3,resolved,email,4,2,Sales,saas,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Amy from Finance.,False,False
811,2024-02-26 13:08:18,2024-02-26 20:51:09.261175425,2024-02-27 07:50:53.232514196,P3,resolved,chat,2,3,HR,endpoint,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Stanley from Operations.,False,False
812,2024-02-26 15:57:04,2024-02-26 23:12:50.186731064,2024-02-27 03:57:55.404514048,P3,resolved,portal,7,1,Operations,security,Power BI refresh failing after service account rotation.,Power BI refresh failing after service account rotation. Reported by Marc from Finance.,False,False
813,2024-02-26 16:22:30,2024-02-26 20:32:42.217876993,2024-02-27 11:51:28.348674177,P4,closed,portal,4,4,HR,saas,M365 outage causing login failures across offices.,M365 outage causing login failures across offices. Reported by Jacob from Finance.,False,False
814,2024-02-26 18:55:40,2024-02-26 19:26:10.860512797,2024-02-27 01:25:23.048751229,P2,resolved,chat,8,9,Operations,voice,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Heidi from Operations.,False,False
815,2024-02-26 22:01:38,2024-02-27 06:00:51.476156712,2024-02-28 08:30:39.788624650,P4,resolved,email,7,3,Sales,security,M365 outage causing login failures across offices.,M365 outage causing login failures across offices. Reported by Ashley from Operations.,False,False
816,2024-02-26 23:35:47,2024-02-27 07:34:42.451301574,2024-02-27 08:25:03.898708917,P3,resolved,portal,7,8,IT,security,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Jesus from HR.,False,False
817,2024-02-27 01:07:00,2024-02-27 03:05:37.270965360,2024-02-27 09:15:06.851969779,P3,resolved,phone,4,5,Operations,saas,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Kimberly from Finance.,False,False
818,2024-02-27 02:56:00,2024-02-27 04:10:44.872045440,2024-02-27 05:49:50.650113937,P1,resolved,chat,8,2,Warehouse,voice,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Bradley from Sales.,True,False
819,2024-02-27 03:07:28,2024-02-27 19:56:41.819177164,,P4,in_progress,portal,5,3,Finance,business-apps,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Julie from HR.,False,False
820,2024-02-27 12:12:32,2024-02-27 22:07:54.366518862,2024-02-29 00:06:04.745257178,P4,closed,portal,4,7,Warehouse,saas,User cannot map shared drive from new laptop.,User cannot map shared drive from new laptop. Reported by Janet from Operations.,False,False
821,2024-02-27 15:31:25,2024-02-27 18:28:45.699172651,,P3,in_progress,chat,3,8,Operations,network,CEO calendar delegate can no longer edit events.,CEO calendar delegate can no longer edit events. Reported by Lisa from Warehouse.,False,False
822,2024-02-27 16:35:54,2024-02-27 18:38:08.754585807,2024-02-28 01:42:10.907403106,P3,resolved,portal,8,4,Finance,voice,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Paul from Finance.,False,False
823,2024-02-27 16:53:59,2024-02-27 18:11:03.081510716,2024-02-28 08:00:04.481094723,P3,resolved,email,3,10,IT,network,SSO certificate warning shown on benefits portal.,SSO certificate warning shown on benefits portal. Reported by Elizabeth from Warehouse.,False,False
824,2024-02-27 18:07:32,2024-02-28 01:57:56.645648058,,P3,in_progress,portal,8,1,Sales,voice,Slack notifications delayed for customer support queue.,Slack notifications delayed for customer support queue. Reported by Lori from Finance.,True,False
825,2024-02-27 18:34:46,2024-02-27 22:38:47.928499682,2024-02-28 04:25:15.598534931,P3,resolved,email,2,6,Sales,endpoint,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Tina from Operations.,False,False
826,2024-02-28 00:56:38,2024-02-28 03:58:28.640566217,,P3,pending,phone,7,3,IT,security,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Tyler from Warehouse.,False,False
827,2024-02-28 01:05:25,2024-02-28 03:06:30.336558972,2024-03-01 05:08:37.277264910,P4,resolved,portal,3,9,Sales,network,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Benjamin from Operations.,False,False
828,2024-02-28 01:44:08,2024-02-28 05:57:33.131057564,2024-02-29 21:24:31.244803680,P4,closed,portal,7,8,Warehouse,security,Scanner cradle not charging overnight.,Scanner cradle not charging overnight. Reported by Wayne from HR.,False,False
829,2024-02-28 02:59:40,2024-02-28 05:48:15.524199005,2024-02-28 09:21:37.580400887,P2,resolved,email,7,1,Finance,security,Phone soft client cannot register after ISP change.,Phone soft client cannot register after ISP change. Reported by Brittany from Sales.,False,False
830,2024-02-28 03:13:15,2024-02-28 07:09:08.193230065,2024-03-01 15:02:47.966820213,P4,resolved,phone,6,4,Operations,peripherals,Phone soft client cannot register after ISP change.,Phone soft client cannot register after ISP change. Reported by Molly from Sales.,False,False
831,2024-02-28 03:16:05,2024-02-28 06:10:17.403706626,2024-02-28 23:35:33.892847100,P3,closed,email,8,8,Sales,voice,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Morgan from Finance.,False,False
832,2024-02-28 03:21:19,2024-02-28 11:26:38.042557036,2024-03-01 23:38:15.935371061,P4,resolved,chat,5,6,Finance,business-apps,Conference room display shows no HDMI signal.,Conference room display shows no HDMI signal. Reported by Scott from Sales.,True,False
833,2024-02-28 03:58:14,2024-02-28 09:07:10.227467505,2024-02-29 01:56:28.936319861,P3,resolved,chat,7,5,IT,security,Cannot sign in to Okta after password reset.,Cannot sign in to Okta after password reset. Reported by Alicia from Sales.,True,False
834,2024-02-28 04:09:03,2024-02-28 04:50:32.068603152,2024-02-28 05:58:49.467147154,P1,resolved,phone,5,2,Sales,business-apps,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Stephen from Warehouse.,True,False
835,2024-02-28 05:24:20,2024-02-28 11:12:00.812250448,,P4,in_progress,portal,1,6,IT,identity,Single sign-on to HRIS returns invalid relay state.,Single sign-on to HRIS returns invalid relay state. Reported by Jennifer from Operations.,False,False
836,2024-02-28 05:49:53,2024-02-28 06:21:47.845162752,2024-02-28 08:02:42.979549466,P2,resolved,chat,4,1,IT,saas,Conditional access policy locked out break-glass account.,Conditional access policy locked out break-glass account. Reported by Robert from Operations.,False,False
837,2024-02-28 06:06:57,2024-02-28 21:13:52.918560549,2024-03-02 03:03:31.709148960,P4,resolved,email,1,4,Finance,identity,ERP purchase order screen timing out for AP team.,ERP purchase order screen timing out for AP team. Reported by Diana from Warehouse.,True,False
838,2024-02-28 06:59:40,2024-02-28 18:21:29.858412781,2024-03-01 01:37:11.943306978,P4,resolved,phone,6,3,Finance,peripherals,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Eric from Sales.,False,False
839,2024-02-28 07:40:34,2024-02-28 17:19:54.354531695,2024-03-01 03:56:27.933747356,P4,closed,email,2,7,Operations,endpoint,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Terrance from Sales.,False,False
840,2024-02-28 08:06:46,2024-02-28 09:38:27.857555439,,P3,pending,portal,3,5,HR,network,BitLocker recovery key prompt appears at boot.,BitLocker recovery key prompt appears at boot. Reported by Tanya from Sales.,True,False
841,2024-02-28 11:22:55,2024-02-28 16:25:54.737858332,,P3,pending,portal,7,5,Warehouse,security,Service account password expired on integration job.,Service account password expired on integration job. Reported by Matthew from Sales.,False,False
842,2024-02-28 11:59:04,2024-02-28 16:40:52.109557231,2024-02-28 18:07:04.628858129,P3,resolved,phone,6,9,Sales,peripherals,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Heather from Operations.,False,False
843,2024-02-28 14:06:05,2024-02-28 16:40:06.820734971,2024-02-28 18:44:03.538842842,P2,resolved,email,3,4,Warehouse,network,VPN fails only for users in Phoenix office.,VPN fails only for users in Phoenix office. Reported by Debra from Warehouse.,False,False
844,2024-02-28 15:05:02,2024-02-29 03:20:12.381964522,2024-03-02 02:15:30.289440221,P4,resolved,email,5,8,Operations,business-apps,VPN outage reported by remote finance staff.,VPN outage reported by remote finance staff. Reported by Melissa from Sales.,False,False
845,2024-02-28 15:19:31,2024-02-28 19:35:12.918420682,2024-02-29 08:51:38.146156138,P3,resolved,chat,5,9,Operations,business-apps,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Melissa from HR.,False,False
846,2024-02-28 16:59:07,2024-02-29 00:48:20.017544075,2024-02-29 03:07:19.110865982,P3,closed,email,3,2,HR,network,ERP role request approved but not applied.,ERP role request approved but not applied. Reported by Michele from Sales.,False,False
847,2024-02-28 21:38:45,2024-02-29 03:20:37.255751668,2024-02-29 10:29:28.507344274,P3,resolved,email,6,8,Warehouse,peripherals,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Norman from Finance.,False,False
848,2024-02-28 22:22:29,2024-02-29 02:38:38.483063956,2024-03-01 18:14:03.746693868,P4,resolved,email,2,1,Sales,endpoint,ERP role request approved but not applied.,ERP role request approved but not applied. Reported by Levi from HR.,False,False
849,2024-02-29 00:24:27,2024-02-29 18:58:34.734330742,2024-03-02 21:51:43.136040661,P4,resolved,phone,4,7,Warehouse,saas,New hire missing access to onboarding portal.,New hire missing access to onboarding portal. Reported by Jennifer from Finance.,True,False
850,2024-02-29 00:38:58,2024-02-29 04:47:53.923719485,2024-02-29 12:09:07.906554815,P3,resolved,portal,3,3,Sales,network,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Katherine from Operations.,False,False
851,2024-02-29 02:26:32,2024-02-29 04:06:58.841608461,2024-02-29 10:02:47.140365383,P3,resolved,chat,6,3,Operations,peripherals,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Monique from Finance.,False,False
852,2024-02-29 04:39:56,2024-02-29 18:40:12.181753119,2024-03-01 08:44:40.562938710,P4,resolved,phone,6,9,Operations,peripherals,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Barry from Warehouse.,False,False
853,2024-02-29 06:50:20,2024-02-29 11:48:18.822850527,2024-02-29 19:56:29.649819710,P3,resolved,chat,7,2,Sales,security,Outlook keeps prompting for password on Mac.,Outlook keeps prompting for password on Mac. Reported by Casey from HR.,False,False
854,2024-02-29 08:06:33,2024-03-01 03:44:47.854689675,2024-03-01 16:27:26.894319237,P4,resolved,portal,3,6,Sales,network,New hire missing access to onboarding portal.,New hire missing access to onboarding portal. Reported by Crystal from Operations.,False,False
855,2024-02-29 08:19:40,2024-02-29 17:47:15.364765484,2024-03-02 15:27:37.692372260,P4,resolved,email,2,8,Warehouse,endpoint,Phone soft client cannot register after ISP change.,Phone soft client cannot register after ISP change. Reported by Samantha from Operations.,False,False
856,2024-02-29 09:02:21,2024-02-29 22:48:49.205637902,2024-03-01 20:05:40.630145566,P4,resolved,portal,1,9,HR,identity,Suspicious login alert triggered for finance user.,Suspicious login alert triggered for finance user. Reported by Wendy from Sales.,False,False
857,2024-02-29 09:40:31,2024-02-29 11:26:21.137821237,,P2,pending,portal,7,3,Finance,security,Single sign-on to HRIS returns invalid relay state.,Single sign-on to HRIS returns invalid relay state. Reported by Julie from HR.,True,False
858,2024-02-29 10:04:26,2024-02-29 19:37:27.030672378,2024-03-01 10:21:46.040430714,P4,resolved,email,3,4,Sales,network,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Ryan from Warehouse.,False,False
859,2024-02-29 10:45:39,2024-03-01 01:01:35.398611970,2024-03-02 02:33:51.317950087,P4,resolved,phone,7,6,Warehouse,security,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Corey from Sales.,False,False
860,2024-02-29 10:46:49,2024-02-29 12:06:35.934221432,,P3,in_progress,email,3,6,Finance,network,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Cynthia from HR.,False,False
861,2024-02-29 12:40:14,2024-03-01 01:01:08.058710318,2024-03-02 19:26:57.935510939,P4,resolved,portal,3,2,IT,network,New contractor needs temporary access to WMS.,New contractor needs temporary access to WMS. Reported by Monique from Sales.,False,False
862,2024-02-29 14:36:28,2024-02-29 19:05:30.051163182,2024-03-01 03:37:48.123424656,P3,resolved,portal,2,6,IT,endpoint,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Scott from Operations.,False,False
863,2024-02-29 17:17:31,2024-03-01 00:39:12.140199152,,P4,in_progress,phone,7,1,Sales,security,Scanner cradle not charging overnight.,Scanner cradle not charging overnight. Reported by Heather from HR.,False,False
864,2024-02-29 17:41:26,2024-02-29 20:21:24.836885249,2024-03-01 15:40:20.486214957,P3,closed,email,3,7,Operations,network,VPN client update failed with rollback error.,VPN client update failed with rollback error. Reported by Rebecca from Warehouse.,True,False
865,2024-02-29 18:46:17,2024-02-29 21:00:07.364752793,2024-03-01 01:22:15.488329551,P2,resolved,email,3,8,HR,network,Suspicious login alert triggered for finance user.,Suspicious login alert triggered for finance user. Reported by Brandon from Finance.,False,False
866,2024-02-29 19:21:39,2024-03-01 02:00:54.783928819,2024-03-01 12:07:50.296236072,P3,resolved,portal,6,5,Sales,peripherals,Suspicious login alert triggered for finance user.,Suspicious login alert triggered for finance user. Reported by Laura from Finance.,False,False
867,2024-02-29 19:32:18,2024-02-29 21:26:41.871033417,2024-02-29 21:46:25.914938362,P2,resolved,phone,5,3,Finance,business-apps,Spam burst hit shared support inbox this morning.,Spam burst hit shared support inbox this morning. Reported by Kelly from HR.,False,False
868,2024-02-29 19:49:50,2024-02-29 21:36:34.918393340,2024-03-01 12:55:44.018045963,P3,resolved,portal,6,3,HR,peripherals,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Nicholas from Operations.,False,False
869,2024-02-29 20:00:09,2024-03-01 07:57:45.543077107,2024-03-03 02:42:37.880696552,P4,resolved,portal,1,7,Operations,identity,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Dustin from Finance.,False,False
870,2024-02-29 21:56:46,2024-03-01 01:17:56.795653986,2024-03-01 19:26:39.952235036,P3,resolved,phone,8,5,Operations,voice,Service account password expired on integration job.,Service account password expired on integration job. Reported by Amanda from Sales.,False,False
871,2024-02-29 22:11:02,2024-03-01 11:38:48.963946941,2024-03-03 01:05:07.714134545,P4,resolved,portal,2,10,HR,endpoint,Voicemail transcription unavailable in mobile app.,Voicemail transcription unavailable in mobile app. Reported by Ashlee from Operations.,False,False
872,2024-02-29 22:44:43,2024-03-01 00:38:50.813887746,2024-03-01 03:48:16.359100480,P2,resolved,email,1,10,Warehouse,identity,Warehouse scanner will not sync picks to WMS.,Warehouse scanner will not sync picks to WMS. Reported by Laura from Warehouse.,False,False
873,2024-02-29 23:20:29,2024-03-01 14:16:25.965781402,2024-03-02 07:45:29.039911401,P4,resolved,email,1,5,Sales,identity,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by George from HR.,False,False
874,2024-03-01 02:46:02,2024-03-01 05:45:05.620883325,2024-03-03 08:47:45.611227832,P4,resolved,portal,3,3,Sales,network,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Christian from Finance.,False,False
875,2024-03-01 04:16:20,2024-03-01 06:15:58.423351986,2024-03-01 20:17:04.382287127,P3,resolved,portal,4,9,Finance,saas,Teams calls dropping audio after two minutes.,Teams calls dropping audio after two minutes. Reported by Monica from Operations.,False,False
876,2024-03-01 06:18:35,2024-03-01 20:23:17.654430210,2024-03-02 15:07:56.937516514,P4,resolved,email,1,8,HR,identity,BitLocker recovery key prompt appears at boot.,BitLocker recovery key prompt appears at boot. Reported by Christine from HR.,False,False
877,2024-03-01 06:33:16,2024-03-01 08:42:16.528548385,2024-03-02 22:19:56.816866460,P4,resolved,portal,5,2,HR,business-apps,Outlook keeps prompting for password on Mac.,Outlook keeps prompting for password on Mac. Reported by John from Finance.,False,False
878,2024-03-01 07:49:01,2024-03-01 09:19:27.715987561,2024-03-02 01:35:24.672401651,P3,resolved,phone,5,10,Sales,business-apps,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Roberta from HR.,False,False
879,2024-03-01 14:47:24,2024-03-01 18:50:10.490054028,2024-03-03 19:03:29.116193666,P4,resolved,chat,7,3,Finance,security,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Douglas from Finance.,False,False
880,2024-03-01 14:59:55,2024-03-01 17:24:54.680004806,2024-03-01 18:03:21.900045931,P2,resolved,portal,1,6,IT,identity,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Steven from Operations.,False,False
881,2024-03-01 22:16:28,2024-03-02 03:53:41.489545741,2024-03-02 16:22:47.757606446,P3,closed,email,1,2,Sales,identity,Laptop blue-screened during payroll export.,Laptop blue-screened during payroll export. Reported by Jonathan from Operations.,False,False
882,2024-03-02 02:06:14,2024-03-02 08:52:23.226512613,2024-03-02 10:52:13.970448314,P3,resolved,email,2,5,Sales,endpoint,Mailbox forwarding rule recreated after removal.,Mailbox forwarding rule recreated after removal. Reported by Jonathan from Sales.,False,False
883,2024-03-02 02:28:19,2024-03-02 16:31:27.772666789,2024-03-04 20:08:25.548240312,P4,resolved,phone,4,7,Warehouse,saas,New contractor needs temporary access to WMS.,New contractor needs temporary access to WMS. Reported by Albert from Operations.,True,False
884,2024-03-02 02:55:57,2024-03-02 07:22:01.516502316,,P4,pending,portal,5,2,IT,business-apps,New hire missing access to onboarding portal.,New hire missing access to onboarding portal. Reported by Linda from Finance.,False,False
885,2024-03-02 04:52:40,2024-03-02 11:18:38.807814836,2024-03-02 21:38:34.562615293,P3,resolved,email,2,3,IT,endpoint,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Rachel from Sales.,False,False
886,2024-03-02 07:36:33,2024-03-02 22:41:40.565285479,2024-03-04 09:36:21.005384258,P4,resolved,chat,3,8,Sales,network,Email quarantine released but message still missing.,Email quarantine released but message still missing. Reported by Erica from Finance.,False,False
887,2024-03-02 10:01:41,2024-03-02 11:06:24.573422946,2024-03-02 14:09:06.493826615,P2,resolved,email,5,10,Sales,business-apps,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Eric from Warehouse.,False,False
888,2024-03-02 10:04:17,2024-03-02 22:01:11.384656866,2024-03-03 13:05:31.158018059,P4,resolved,portal,5,10,Operations,business-apps,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Scott from Warehouse.,False,False
889,2024-03-02 12:49:44,2024-03-02 15:31:08.598943494,2024-03-02 17:24:49.961563955,P2,resolved,email,5,8,Sales,business-apps,Email search indexing incomplete after migration.,Email search indexing incomplete after migration. Reported by Michael from HR.,False,False
890,2024-03-02 13:24:11,2024-03-02 18:08:03.288225582,2024-03-03 09:19:32.673865092,P3,closed,phone,6,10,IT,peripherals,Service account password expired on integration job.,Service account password expired on integration job. Reported by Briana from Finance.,False,False
891,2024-03-02 14:29:59,2024-03-02 17:11:55.638463103,2024-03-03 03:19:58.804147820,P3,resolved,chat,7,2,Operations,security,Conditional access policy locked out break-glass account.,Conditional access policy locked out break-glass account. Reported by Danielle from Operations.,False,False
892,2024-03-02 15:04:50,2024-03-02 17:07:14.744280884,2024-03-03 12:50:23.406796988,P3,resolved,portal,7,3,IT,security,Laptop blue-screened during payroll export.,Laptop blue-screened during payroll export. Reported by Roger from Operations.,True,False
893,2024-03-02 17:07:10,2024-03-02 23:35:55.253188692,2024-03-04 11:37:03.556540201,P4,resolved,portal,8,5,Finance,voice,M365 outage causing login failures across offices.,M365 outage causing login failures across offices. Reported by John from Sales.,False,False
894,2024-03-02 19:36:36,2024-03-03 12:27:54.033441591,2024-03-04 08:22:42.856360597,P4,resolved,chat,4,10,IT,saas,Slack notifications delayed for customer support queue.,Slack notifications delayed for customer support queue. Reported by Megan from Finance.,False,False
895,2024-03-02 20:37:18,2024-03-03 07:57:53.346732748,2024-03-05 02:56:49.099558440,P4,resolved,email,3,8,Finance,network,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by James from Finance.,False,False
896,2024-03-02 21:30:27,2024-03-03 02:50:02.027757800,,P3,in_progress,email,3,4,Sales,network,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Paul from Finance.,False,False
897,2024-03-02 21:48:50,2024-03-02 23:20:10.780371477,2024-03-03 13:31:55.755063134,P3,resolved,chat,3,1,IT,network,Customer portal SSO redirects to blank page.,Customer portal SSO redirects to blank page. Reported by Timothy from Operations.,False,False
898,2024-03-02 23:03:02,2024-03-03 01:43:24.959668838,2024-03-03 01:35:50.520854618,P2,closed,chat,5,7,Warehouse,business-apps,Suspicious login alert triggered for finance user.,Suspicious login alert triggered for finance user. Reported by John from HR.,False,False
899,2024-03-03 01:17:14,2024-03-03 08:56:56.562200398,2024-03-03 12:52:08.761972149,P3,resolved,email,5,4,Warehouse,business-apps,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Ashley from HR.,False,False
900,2024-03-03 02:58:17,2024-03-03 04:59:19.973833439,2024-03-03 08:24:17.209102226,P2,resolved,email,1,3,Warehouse,identity,ERP role request approved but not applied.,ERP role request approved but not applied. Reported by Bailey from Sales.,False,False
